,ItemName,Brand,BrandModel,Processor_Brand,Processor_Des,Processor_Gen,RAM,Storage,OS,ScreenSize_cm,Price,Discount,Star_Rating,Reviews,Ratings
477,ASUS Vivobook Gaming Core i5 9th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA ...,ASUS ,ASUS Vivobook,Intel,Core i5,9th Gen,8 GB,1 TB HDD256 GB SSD,64 bit Windows 10 Operating System,39.62 cm,60990.0,21,4.3,53,378
478,HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10) 42V68PA Laptop,HP ,HP Core,Intel,Core i3,11th Gen,8 GB,512 GB SSD,64 bit Windows 10 Operating System,39.62 cm,41250.0,11,4.1,11,130
479,HP Notebook PC Core i3 11th Gen - (8 GB/1 TB HDD/Windows 10) G8 240 Thin and Light Laptop,HP ,HP Notebook,Intel,Core i3,11th Gen,8 GB,1 TB HDD,64 bit Windows 10 Operating System,35.56 cm,39990.0,7,3.9,3,45
480,MSI Prestige 14 EVO Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) Prestige 14 Evo A11M-436IN T...,MSI ,MSI Prestige,Intel,Core i5,11th Gen,16 GB,512 GB SSD,64 bit Windows 10 Operating System,35.56 cm,79990.0,14,4.5,4,11
481,DELL Inspiron Ryzen 5 Quad Core 3450U - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3515 Thin and Light...,DELL ,DELL Inspiron,AMD,Ryzen 5,,8 GB,256 GB SSD,64 bit Windows 11 Operating System,39.62 cm,43990.0,24,4.2,2,17
482,DELL Inspiron 3000 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 3511 Thin and Light Laptop,DELL ,DELL Inspiron,Intel,Core i3,11th Gen,8 GB,512 GB SSD,64 bit Windows 11 Operating System,39.62 cm,44930.0,22,4.7,0,3
483,Lenovo Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) IdeaPad S340 Thin and Light ...,Lenovo ,Lenovo Core,Intel,Core i5,10th Gen,8 GB,512 GB SSD,64 bit Windows 10 Operating System,35.56 cm,60990.0,3,0.0,0,0
484,ASUS Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) X415FA-BV341T Thin and Light Laptop,ASUS ,ASUS Core,Intel,Core i3,10th Gen,8 GB,256 GB SSD,Windows 11 Operating System,35.56 cm,34990.0,32,3.8,0,4
485,MSI Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070) Crosshai...,MSI ,MSI Core,Intel,Core i7,12th Gen,16 GB,1 TB SSD,64 bit Windows 11 Operating System,39.62 cm,179990.0,5,0.0,0,0
486,DELL Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) 3000 Laptop,DELL ,DELL Core,Intel,Core i5,11th Gen,8 GB,1 TB HDD256 GB SSD,Windows 11 Operating System,39.62 cm,59990.0,20,0.0,0,0
487,HP Ryzen 5 Hexa Core - (8 GB/512 GB SSD/Windows 11 Home) EQ2144AU Laptop,HP ,HP Ryzen,AMD,Ryzen 5,,8 GB,512 GB SSD,Windows 11 Operating System,39.62 cm,47990.0,21,4.3,1,23
488,ASUS Ryzen 5 Hexa Core - (8 GB/512 GB SSD/Windows 10 Home) M515UA-EJ512TS Thin and Light Laptop,ASUS ,ASUS Ryzen,AMD,Ryzen 5,,8 GB,512 GB SSD,64 bit Windows 10 Operating System,39.62 cm,49790.0,20,4.5,2,14
489,DELL Inspiron Ryzen 5 Dual Core 3450U - (8 GB/512 GB SSD/Windows 11 Home) INSPIRON 3515 Thin and Light...,DELL ,DELL Inspiron,AMD,Ryzen 5,,8 GB,512 GB SSD,64 bit Windows 11 Operating System,39.62 cm,45990.0,26,0.0,0,0
490,DELL Inspiron Core i3 10th Gen - (8 GB/256 GB SSD/Windows 10) Inspiron 3511 Thin and Light Laptop,DELL ,DELL Inspiron,Intel,Core i3,10th Gen,8 GB,256 GB SSD,64 bit Windows 10 Operating System,39.62 cm,40990.0,26,3.9,2,46
491,DELL Inspiron Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) INSPIRON 3511 Thin and Lig...,DELL ,DELL Inspiron,Intel,Core i5,11th Gen,8 GB,1 TB HDD256 GB SSD,64 bit Windows 11 Operating System,39.62 cm,60987.0,15,4.1,4,30
492,DELL Vostro Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10/2 GB Graphics) Vostro 3400 Thin and Light L...,DELL ,DELL Vostro,Intel,Core i5,11th Gen,8 GB,512 GB SSD,64 bit Windows 10 Operating System,35.56 cm,54490.0,20,4.1,4,37
493,Lenovo Yoga 6 Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) Yoga 6 Thin and Light Lapto...,Lenovo ,Lenovo Yoga,AMD,Ryzen 5,,16 GB,512 GB SSD,64 bit Windows 11 Operating System,33.78 cm,74798.0,28,0.0,0,0
494,MSI Summit E15 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Pro/4 GB Graphics) Summit E15 A11SCST-272...,MSI ,MSI Summit,Intel,Core i7,11th Gen,16 GB,1 TB SSD,64 bit Windows 10 Operating System,39.62 cm,154990.0,1,4.0,2,3
495,DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3515 Thin ...,DELL ,DELL Inspiron,AMD,Ryzen 3,,8 GB,1 TB HDD256 GB SSD,64 bit Windows 11 Operating System,38.0 cm,43490.0,23,4.6,4,33
496,acer Nitro 5 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650...,acer ,acer Nitro,Intel,Core i5,11th Gen,8 GB,512 GB SSD,64 bit Windows 11 Operating System,39.62 cm,66990.0,33,0.0,0,0
497,Lenovo Yoga 6 Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) Yoga 6 Thin and Light Lapto...,Lenovo ,Lenovo Yoga,AMD,Ryzen 5,,16 GB,512 GB SSD,64 bit Windows 11 Operating System,33.78 cm,74798.0,28,0.0,0,0
498,DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) INSPIRON 3515 Thin and Light...,DELL ,DELL Inspiron,AMD,Ryzen 3,,8 GB,256 GB SSD,64 bit Windows 11 Operating System,39.62 cm,40590.0,19,0.0,0,0
499,MSI GP66 Leopard Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 3...,MSI ,MSI GP66,Intel,Core i7,11th Gen,16 GB,1 TB SSD,64 bit Windows 10 Operating System,39.62 cm,158290.0,19,0.0,0,0
500,ASUS VivoBook 15 Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) X515JA-BR381T Thin and Light Lapto...,ASUS ,ASUS VivoBook,Intel,Core i3,10th Gen,4 GB,1 TB HDD,64 bit Windows 10 Operating System,39.62 cm,33990.0,17,3.7,497,4266
501,ALIENWARE Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 2070) m1...,ALIENWARE ,ALIENWARE Core,NVIDIA,,10th Gen,16 GB,1 TB SSD,64 bit Windows 10 Operating System,39.62 cm,269290.0,8,4.0,2,5
502,MSI GP65 Leopard Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Ge...,MSI ,MSI GP65,,,10th Gen,16 GB,1 TB HDD256 GB SSD,64 bit Windows 10 Operating System,39.62 cm,132490.0,9,4.5,107,726
503,ASUS Vivobook Pro 14X OLED (2021) Ryzen 9 Octa Core 5900HX - (16 GB/1 TB SSD/Windows 10 Home/4 GB Grap...,ASUS ,ASUS Vivobook,AMD,Ryzen 9,,16 GB,1 TB SSD,64 bit Windows 10 Operating System,35.56 cm,104990.0,26,4.5,3,15
504,ASUS ROG Strix Ryzen 9 Octa Core 5900HX - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce...,ASUS ,ASUS ROG,AMD,Ryzen 9,,16 GB,1 TB SSD,64 bit Windows 10 Operating System,39.62 cm,117990.0,27,4.6,4,30
505,ASUS Ryzen 9 Octa Core 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX RTX...,ASUS ,ASUS Ryzen,AMD,Ryzen 9,11th Gen,16 GB,1 TB SSD,Windows 10 Operating System,35.56 cm,135990.0,35,0.0,0,0
506,HP 14a Celeron Dual Core - (4 GB/64 GB EMMC Storage/Chrome OS) 14a- na0002TU Chromebook,HP ,HP 14a,Intel,,,4 GB,,64 bit Chrome Operating System,35.56 cm,27990.0,11,3.6,24,239
507,MSI Core i7 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) Modern 14 B11SBU-688IN Thin and...,MSI ,MSI Core,Intel,Core i7,11th Gen,8 GB,512 GB SSD,64 bit Windows 10 Operating System,35.56 cm,76990.0,10,0.0,0,0
508,MSI Vector GP76 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 30...,MSI ,MSI Vector,Intel,Core i7,12th Gen,16 GB,1 TB SSD,64 bit Windows 11 Operating System,43.94 cm,199990.0,10,5.0,0,3
509,DELL Core i3 11th Gen - (8 GB/1 TB HDD/Windows 10 Home) D560424WIN9S Laptop,DELL ,DELL Core,Intel,Core i3,11th Gen,8 GB,1 TB HDD,Windows 10 Operating System,39.62 cm,43970.0,4,3.9,0,16
510,DELL Inspiron Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) Inspiron 7391 2 in 1 Laptop,DELL ,DELL Inspiron,Intel,Core i7,10th Gen,8 GB,512 GB SSD,64 bit Windows 10 Operating System,33.78 cm,109190.0,8,0.0,0,0
511,HP Pavilion Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15-eg1000TU Thin and Light Laptop,HP ,HP Pavilion,Intel,Core i5,11th Gen,8 GB,512 GB SSD,64 bit Windows 11 Operating System,39.62 cm,61990.0,19,4.6,1,20
512,ASUS Ryzen 7 Dual Core 10th Gen - (8 GB/1 TB SSD/Windows 10 Home/16 GB Graphics) M3500QC-L1262TS Lapto...,ASUS ,ASUS Ryzen,AMD,Ryzen 7,10th Gen,8 GB,1 TB SSD,Windows 10 Operating System,39.62 cm,106950.0,22,0.0,0,0
513,ASUS TUF Gaming F15 (2021) Core i7 11th Gen - (8 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFo...,ASUS ,ASUS TUF,Intel,Core i7,11th Gen,8 GB,1 TB SSD,64 bit Windows 10 Operating System,39.62 cm,112990.0,11,0.0,0,0
514,realme Book Prime Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) CloudPro002 Thin and Light Lap...,realme ,realme Book,Intel,Core i5,11th Gen,16 GB,512 GB SSD,Windows 11 Operating System,35.56 cm,64990.0,13,4.3,11,32
515,HP 15s Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) FR2508TU Thin and Light Laptop,HP ,HP 15s,Intel,Core i3,11th Gen,8 GB,512 GB SSD,Windows 11 Operating System,39.62 cm,47990.0,7,5.0,0,3
516,DELL XPS 13 Core i7 8th Gen - (16 GB/512 GB SSD/Windows 10 Home) 9370 Thin and Light Laptop,DELL ,DELL XPS,Intel,Core i7,8th Gen,16 GB,512 GB SSD,64 bit Windows 10 Operating System,33.78 cm,121890.0,12,1.7,0,3
517,HP Pavilion Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) 15-eh2024AU Thin and Light Lap...,HP ,HP Pavilion,AMD,Ryzen 5,,8 GB,512 GB SSD,64 bit Windows 11 Operating System,39.62 cm,66190.0,11,0.0,0,0
518,DELL Ryzen 5 Dual Core 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10) 3515 Laptop,DELL ,DELL Ryzen,AMD,Ryzen 5,11th Gen,8 GB,1 TB HDD256 GB SSD,Windows 10 Operating System,38.1 cm,53990.0,17,0.0,0,0
519,Lenovo V15 Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) V15 G2 ITL Thin and Light Laptop,Lenovo ,Lenovo V15,Intel,Core i3,11th Gen,4 GB,256 GB SSD,64 bit Windows 10 Operating System,39.62 cm,37990.0,24,0.0,0,0
520,ASUS ASUS TUF Gaming Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce R...,ASUS ,ASUS ASUS,Intel,Core i7,11th Gen,16 GB,1 TB SSD,64 bit Windows 10 Operating System,39.62 cm,103990.0,24,4.5,56,457
521,ASUS ROG Strix SCAR 17 Core i9 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce...,ASUS ,ASUS ROG,Intel,Core i9,12th Gen,32 GB,1 TB SSD,64 bit Windows 11 Operating System,43.94 cm,234990.0,18,0.0,0,0
522,Lenovo Thinkbook Convertible Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) TB14s ITL Yoga 2 in...,Lenovo ,Lenovo Thinkbook,Intel,Core i7,11th Gen,16 GB,512 GB SSD,64 bit Windows 10 Operating System,35.56 cm,84990.0,22,4.3,2,20
523,Lenovo Ideapad Slim 5i Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14ITL05U2a Thin and Light ...,Lenovo ,Lenovo Ideapad,Intel,Core i5,11th Gen,8 GB,512 GB SSD,64 bit Windows 10 Operating System,35.56 cm,56490.0,13,4.1,10,81
524,ASUS Zephyrus G14 Ryzen 9 Octa Core AMD Ryzen™ 9 5900HS 5th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB...,ASUS ,ASUS Zephyrus,AMD,Ryzen 9,5th Gen,16 GB,1 TB SSD,64 bit Windows 10 Operating System,35.56 cm,121990.0,21,0.0,0,0
525,ASUS Zenbook 14 Flip Ryzen 9 Octa Core 5900HX - (16 GB/1 TB SSD/Windows 11 Home) UN5401QA-KN901WS Thin...,ASUS ,ASUS Zenbook,AMD,Ryzen 9,,16 GB,1 TB SSD,64 bit Windows 11 Operating System,35.56 cm,134990.0,21,0.0,0,0
526,DELL Inspiron Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10) Inspiron 5515 Thin and Light Lapt...,DELL ,DELL Inspiron,AMD,Ryzen 5,,8 GB,512 GB SSD,64 bit Windows 10 Operating System,39.62 cm,60990.0,10,4.5,42,184
527,ASUS ZenBook Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) UX325EA-KG512WS Thin and Light Lapt...,ASUS ,ASUS ZenBook,Intel,Core i5,11th Gen,16 GB,512 GB SSD,64 bit Windows 11 Operating System,33.78 cm,84990.0,19,0.0,0,0
528,ASUS Ryzen 3 Quad Core 3rd Gen - (8 GB/256 GB SSD/Windows 11 Home) M515DA-BR322WS Laptop,ASUS ,ASUS Ryzen,AMD,Ryzen 3,3rd Gen,8 GB,256 GB SSD,Windows 11 Operating System,39.62 cm,36980.0,21,0.0,0,0
529,Infinix X1 Series Core i7 10th Gen - (16 GB/512 GB SSD/Windows 11 Home/128 MB Graphics) XL12 Thin and ...,Infinix ,Infinix X1,Intel,Core i7,10th Gen,16 GB,512 GB SSD,64 bit Windows 11 Operating System,35.56 cm,51990.0,25,4.2,16,95
530,ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce G...,ASUS ,ASUS TUF,Intel,Core i5,10th Gen,8 GB,512 GB SSD,64 bit Windows 10 Operating System,39.62 cm,65999.0,19,4.7,0,7
531,Nokia PureBook S14 Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) NKi511TL165S Thin and Light L...,Nokia ,Nokia PureBook,Intel,Core i5,11th Gen,16 GB,512 GB SSD,64 bit Windows 11 Operating System,35.56 cm,49990.0,39,4.0,32,125
532,MSI Katana GF66 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3...,MSI ,MSI Katana,Intel,Core i5,11th Gen,8 GB,512 GB SSD,64 bit Windows 10 Operating System,39.62 cm,74990.0,21,0.0,0,0
533,HP Ryzen 3 Hexa Core 4th Gen - (8 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce GTX 1650) 15-E...,HP ,HP Ryzen,AMD,Ryzen 3,4th Gen,8 GB,512 GB SSD,Windows 10 Operating System,39.62 cm,65490.0,4,0.0,0,0
534,Vaio E Series Ryzen 7 Quad Core 3700U - (8 GB/512 GB SSD/Windows 10 Home) NE15V2IN026P Thin and Light ...,Vaio ,Vaio E,AMD,Ryzen 7,,8 GB,512 GB SSD,64 bit Windows 10 Operating System,39.62 cm,48490.0,36,3.7,27,143
535,acer Aspire 3 Core i3 11th Gen - (4 GB/256 GB SSD/Windows 11 Home) A315-58 Thin and Light Laptop,acer ,acer Aspire,Intel,Core i3,11th Gen,4 GB,256 GB SSD,64 bit Windows 11 Operating System,39.62 cm,35490.0,29,4.4,3,29
536,Lenovo IdeaPad 5 Pro Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 14ITL6 Thin a...,Lenovo ,Lenovo IdeaPad,Intel,Core i5,11th Gen,16 GB,512 GB SSD,Windows 10 Operating System,35.56 cm,69990.0,38,4.2,4,15
537,ASUS ZenBook 14 Core i7 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX433FA-A6111T Thin and Light Lapt...,ASUS ,ASUS ZenBook,Intel,Core i7,8th Gen,8 GB,512 GB SSD,64 bit Windows 10 Operating System,35.56 cm,85990.0,14,4.4,0,18
538,MSI Modern 14 Ryzen 5 Hexa Core Ryzen 5 5500U 5th Gen - (8 GB/256 GB SSD/Windows 10 Home) Modern 14 B5...,MSI ,MSI Modern,AMD,Ryzen 5,5th Gen,8 GB,256 GB SSD,64 bit Windows 10 Operating System,35.56 cm,49990.0,26,0.0,0,0
539,DELL G15 Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce RTX 3050) ...,DELL ,DELL G15,NVIDIA,,,8 GB,512 GB SSD,64 bit Windows 10 Operating System,39.62 cm,83990.0,16,4.6,33,195
540,DELL Ryzen 5 Quad Core - (8 GB/1 TB HDD/256 GB SSD/Windows 10) 3515 Laptop,DELL ,DELL Ryzen,AMD,Ryzen 5,,8 GB,1 TB HDD256 GB SSD,Windows 10 Operating System,39.62 cm,51990.0,21,4.3,0,3
541,DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Lig...,DELL ,DELL Inspiron,Intel,Core i3,11th Gen,8 GB,1 TB HDD256 GB SSD,64 bit Windows 11 Operating System,39.62 cm,48990.0,16,4.3,22,272
542,DELL Vostro Core i3 11th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Vostro 3400 Thin and Light L...,DELL ,DELL Vostro,Intel,Core i3,11th Gen,4 GB,1 TB HDD256 GB SSD,64 bit Windows 11 Operating System,35.56 cm,43590.0,24,0.0,0,0
543,HP Envy Core i5 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics) 15-ep0011TX Laptop,HP ,HP Envy,Intel,Core i5,10th Gen,16 GB,512 GB SSD,64 bit Windows 10 Operating System,39.62 cm,107490.0,22,4.7,0,3
